query_hash,target_date,days_since_train_end,temporal_bin,rows
d2c3c4240d8d631c71ec5ce907da47618502e9143069c4d27d604bbf68a98dc5,2017-10-04 00:00:00+00:00,378,middle,3
beab50b4871c5e8c51447431342da5ba8d04efcad791542209898f23b2beac27,2017-05-17 00:00:00+00:00,238,early,3
f6538e05c6d0055c7da436ad616c70fde28ab111b7db530d878afc35e155eae1,2017-08-09 00:00:00+00:00,322,middle,3
113b04f0bbd734a076a190a45f02331be49e08a879c05236d941ddb3d572904b,2017-10-25 00:00:00+00:00,399,late,3
e16efd0d4d1a896dce111f6abd34a5d60a903efde644adb0bfbf2da1d64f4b7b,2017-06-14 00:00:00+00:00,266,early,3
888bb144dac65ec22193fe70f6424a5a0eb10a6e0e01358eb28ceb54028621f4,2017-08-23 00:00:00+00:00,336,middle,3
724660f7d9e85677f2d5c165e6068d344aa2ac29671d5cdc83c5a6f8fa5838c0,2017-05-17 00:00:00+00:00,238,early,3
f7a44ffeefb87e57d57d227ace3bc227a6b2f415ffd226d4e57840086bde9974,2017-11-01 00:00:00+00:00,406,late,3
ca4346859d35fef4f132e9c5c68dce85e6f717cd28fd619fa61681c2a8dc68aa,2017-11-15 00:00:00+00:00,420,late,3
97ba634fde682721894f07002ede4e853a54f4e54983e5947040a39bb37b5f07,2017-06-28 00:00:00+00:00,280,early,3
e3ed5bc8b013be567dee874fc51f51e1ece10deb7936e7840233cd0b016bf21e,2017-10-18 00:00:00+00:00,392,late,3
530a226e06e873d8879b6ca140024a84849850fc48874e6be582b2f3c4ca58ac,2017-07-05 00:00:00+00:00,287,early,6
8928691c400e48cd3e227f9f98d5cde1dee50b9fee6b26b059abbf04dd543183,2017-11-01 00:00:00+00:00,406,late,3
38fc103aa29da1c76aa7b1eee6ce44645bead3a9557cad331ba116df9c67c59a,2017-09-20 00:00:00+00:00,364,middle,3
24507e415124f9fcde1d94277264817e752fa09664b85a89c18666e942e3fd10,2017-06-28 00:00:00+00:00,280,early,3
84004f846f4826d34c750d8df0abadefeb6202b4bffec2a313cf62dcd529187d,2017-06-28 00:00:00+00:00,280,early,3
3c2f6f33f1903bda069665e33aff265148db78e51432432b938b19cbb9e4aa56,2017-08-23 00:00:00+00:00,336,middle,3
601e367e6c7866da096e19c00b74aa5489842f73fc997fba5fe27ed8fda3e93d,2017-09-27 00:00:00+00:00,371,middle,3
8bd01f4cac5c169ee4444e7cc137a71f2b8c47f3fa8b6c2063c942b4b9b5954b,2017-09-13 00:00:00+00:00,357,middle,3
25ae619b0098d8992ae52a60e254ae758793ee364d4ac3a5080e6543b8b28523,2017-06-07 00:00:00+00:00,259,early,6
94a07a5cb6ce2f94ede19f14a25200e15bf0bfa4706e3f397b02dff098d8d855,2017-06-21 00:00:00+00:00,273,early,3
733f1fef45b0a7b8117f7214c5ecc170075231160be2d1370ea761fb55471c98,2017-11-22 00:00:00+00:00,427,late,3
0204fa141f554e23cd3b33bf5cff8e31412b5dc4729c5ddd6c410dbc9f49ce26,2017-06-14 00:00:00+00:00,266,early,3
9a7f2025503f0ba663f2abe0239b0602d1f13daaef2d6367f2eaded7164dee88,2017-11-15 00:00:00+00:00,420,late,3
045847a379361233c61bebf1dd6067bbda96bab63ffbabcb0b644caad9d703d9,2017-05-17 00:00:00+00:00,238,early,3
9dcd4edc99393c8d031e56dd40e3cfec389784cf65f37663b7324b6cf0c89f87,2017-05-17 00:00:00+00:00,238,early,3
9f5da49e05877d6311175b7feb81916658090ddc7215f46525569727e1d407bf,2017-08-16 00:00:00+00:00,329,middle,3
9f3dbb771321e7faa8d18c854333ff21e93ece18d94fd779f9e6105cb4f065d0,2017-09-06 00:00:00+00:00,350,middle,3
ab30fc30a6f84ae1cdf1c04dd453600ef41eaa3e488efbbd8f076b5f66015a44,2017-07-26 00:00:00+00:00,308,middle,3
6ec6df8fdd6a1bc26b79a0bc93fba5f7cf68a349f701163bae1092eed2e8070c,2017-06-14 00:00:00+00:00,266,early,6
764f7405fc7e447a9b9fc56cd0f4ac3d6ac84f1cddfad3c26c37d71e45d2b442,2017-06-14 00:00:00+00:00,266,early,3
284c5b334d62db595e2ecb86c6034995fec47be5c7bc71cd0825237c7ce82dfd,2017-10-18 00:00:00+00:00,392,late,3
c0898bb0dfecea9c3059464f88a619c38a52aa66d803932b942467563828c4fa,2017-06-28 00:00:00+00:00,280,early,3
daa71f2cf3ec59e4702f2e486d3797685a406fc1af527c9010601f93419909a9,2017-05-24 00:00:00+00:00,245,early,3
8d37840b3b3a6059d5ff61e13e109a9f5b556f909e4a46e10fd77bf3470b9b54,2017-06-14 00:00:00+00:00,266,early,3
fc40851ee54792f32a61f6ec17fb696e0ebd1f2c875c18364c46a101e145c187,2017-06-21 00:00:00+00:00,273,early,3
b3b4b01eb88d6ae7050ea2dd1ebdfba0401ba182d4322cdedb80e7a8562f4721,2017-07-05 00:00:00+00:00,287,early,3
3eb9dc204852386b12c141569f8fce745259bbe026e79289f97d4d9f368f00cf,2017-08-23 00:00:00+00:00,336,middle,3
839ee0f2e2e2e9948b73a0c2c89f595f50233947c386a942cfab247be5cf5a10,2017-12-20 00:00:00+00:00,455,late,3
4d9424b6d70af74cfa267aa5a1ca520870d6acbf3082ae280798377c658aef55,2017-08-16 00:00:00+00:00,329,middle,3
3f00acccca6cce22b174b21c2c77c353d23d3718eb585cd9c4c7608e85af1fc5,2017-11-01 00:00:00+00:00,406,late,3
dc29a52de979c225dc55b16e94ec5e2d7a661c42435d6e36d7a6eb0a49f7fb74,2017-07-26 00:00:00+00:00,308,middle,3
f4c0fda932810de94409bbd6e3aacf33c226772d18310bbf8168561eb7472877,2017-07-19 00:00:00+00:00,301,middle,3
f970cc02cb01484ab0270bb78bddb8daceeccbe4a32003712bc72d62cf6cafe6,2017-08-16 00:00:00+00:00,329,middle,3
f9ea323bfdc14341b159bda1c9b5f022037263e5f3d52850526b39c42dcc6fe2,2017-11-22 00:00:00+00:00,427,late,3
ea029e9fd76fc7acb9be297a4f243f94a1dc05b00e89ad848702d54adb67e168,2017-06-28 00:00:00+00:00,280,early,3
4ebf06212f1564a5eff5ebcfad49625c358b987cdd770306be6d64002c82bc98,2017-09-06 00:00:00+00:00,350,middle,3
54c5ea80945183c8947e89e07a179d6e1c10eb6ad0e0c071964857401014512e,2017-10-11 00:00:00+00:00,385,late,3
744211b373d3f38b979cead24880958ebae4b7dfaf795e289edf8ed8325af3d8,2017-11-15 00:00:00+00:00,420,late,3
d6367ef3f02c556064ecd4acdea5d9c35138c62e39a6cc557bfe156afe6f8777,2017-05-24 00:00:00+00:00,245,early,3
38dd5f40b924b898c779cb17e4f489a3172027054f6d90cc6c3dc5cdca3c7eee,2017-08-16 00:00:00+00:00,329,middle,3
d3c26c15124b23958381ebbacde575280e6555bcb813f3078872c7138f6ce36f,2017-09-20 00:00:00+00:00,364,middle,3
1cdf51597bc64ca06ca1a95f561824585b2273abe251e587c14094bcaddec1d9,2017-06-21 00:00:00+00:00,273,early,3
85f440d0d0df497eb7794bd0e8ddedef8ed5da2b52afa5de55161548a22394d1,2018-01-31 00:00:00+00:00,497,late,3
ecdca08af0e5c6ba64823e1a4b7a920714264911a8337f921d032252feec69b7,2017-12-27 00:00:00+00:00,462,late,3
1e1fb5a2693dd3a072f88135609d18a8a63489a9c585afdf436c2dfc72c4750e,2017-11-22 00:00:00+00:00,427,late,3
606820b8b539a1e1377dd13ad992bcdfc121a80746eabdb1bbd1695d85d9f77e,2017-08-23 00:00:00+00:00,336,middle,3
0cfdd1028a1b7d8c3d7a760d3cb610d5c540d6d074e6c5ba109da0f5197ba8cc,2017-11-01 00:00:00+00:00,406,late,3
b72dd53c40a96a2e2e64faa9821df5df261f3f2e022978eb44881186da6f9eeb,2017-08-23 00:00:00+00:00,336,middle,3
5fc5a9c6172b3f216edb1c1b260e7cd0e30880f6599625b32497cfdae47a6de3,2017-06-07 00:00:00+00:00,259,early,4
f2bac7c3c4d0b6543cbf4f1e98126639c8b5c30ca6b8e2638db5a5d99d5e5027,2018-01-03 00:00:00+00:00,469,late,3
0ea2f4967d27d7d7c441fa1f8e1cf10920538e98264bd4e944bdbbd093961343,2017-08-09 00:00:00+00:00,322,middle,3
5f83a4caa69b37a7699473053f9e675a99929a5a356e4a81dffbfe0f63002f4c,2017-10-04 00:00:00+00:00,378,middle,3
a713e943cabded4873bf4dfe3160340678ea4e1df3479e469b76db138a68b640,2017-11-29 00:00:00+00:00,434,late,3
b0887b7823d7118ae4cba20cc62ed971ae75f66e9fdb00b3184dec9a42dbbed4,2017-12-20 00:00:00+00:00,455,late,3
931b51e82cf48eec683a35e85f61adc6e36294c7384dc14456a73440f1def8e3,2017-11-22 00:00:00+00:00,427,late,3
9fa4c85e001cf1aabfb1ea09ea31424fb639db55f99510ef98d283c367b2bd63,2017-11-15 00:00:00+00:00,420,late,3
a42514586fade165e5f9e3339c4ababce9d30d9e8693eed98ccbfb31622d8500,2017-06-14 00:00:00+00:00,266,early,3
43ed4840cf2d9877b41d526f007b2976aa6a7e1f86229e7441b5659de0a9033f,2017-12-13 00:00:00+00:00,448,late,3
148c506f569484c2943df0e98b1c63d7f2221f1aca20f0349ff50809cc4bf0e6,2017-11-15 00:00:00+00:00,420,late,3
cae6073f03cace101fc1e9b883e5c62ab52eaf9615db7b9858cc8752d5ed5148,2017-12-27 00:00:00+00:00,462,late,3
62e4c43b9a53fe7165b7f8ba3ca05f7d77d567457cdc624b77899f08927e2459,2018-01-03 00:00:00+00:00,469,late,3
a4a7385bad2cfd04329f0c132a13e223882d42cd61d55028bdd0e1eb5bf60b42,2017-06-14 00:00:00+00:00,266,early,3
a20e9da4d01adc8d426d96fe7e38e69c6aee041790b2b073b3f741d86d251388,2017-05-24 00:00:00+00:00,245,early,3
90a957e84036824b391b27db62660aa9193db084cd8001c236e4648e25c941b8,2017-10-04 00:00:00+00:00,378,middle,3
6ce92336d0106b599c85c34d7609818a2cb63945a0e43f83499fdf0a961e8b19,2017-09-13 00:00:00+00:00,357,middle,3
a662cdbd4830d986003c78ffd04cb85bf61bcbba165df433779cf6b6910cf325,2017-11-29 00:00:00+00:00,434,late,3
aa35d86ecd4f978208c7f6cc62a2c2841de714cf6a05f6a46155dc21940b2356,2017-06-07 00:00:00+00:00,259,early,3
7b3c4bdd166237e75d8c0df4554203663fa19c82f227aab18fb0c9bc539341a7,2018-01-03 00:00:00+00:00,469,late,3
9a39b46d4fa49a005a2db663403057010ac7de4f00539d66650687be9f2c9ac8,2017-08-16 00:00:00+00:00,329,middle,3
ec886122e39c4d8e88942eee8b383ee174aaaaaf55445b6fa07c61144bcd8908,2017-05-17 00:00:00+00:00,238,early,3
2e39af3706d8a4a1bdce7f655a121c92e38466302f12d4c06a7018fbe51147f1,2017-05-24 00:00:00+00:00,245,early,3
9be9f31b6fbb709bc122f5307ad98e51233ec50e5e67f5a72bc444f0e64838eb,2017-10-04 00:00:00+00:00,378,middle,3
2915d106a488032390e17df74da4ea33dc94dfe7acf6f38d672babc9bc0ec034,2017-06-21 00:00:00+00:00,273,early,3
0ddb61d64f8238f590a7afd072290021839e175c85ac0e30b4fec5d6329f2ec6,2017-05-17 00:00:00+00:00,238,early,3
1097317a44308d435fd7149a9bf121acd55d90f4b62332b64cf66e83a9c17569,2018-01-17 00:00:00+00:00,483,late,3
b28f0c113d6bc949c11e875f20c0a6651318717894c521400443ea5fca4de400,2017-05-31 00:00:00+00:00,252,early,3
7e669dfce8767585b787f5bc25285da381a7b934b435b23084fdca8d28daf170,2017-12-27 00:00:00+00:00,462,late,3
b89fdd6c14e29eede28d3343db56e02960412d09af36ad3eba72c2d782c4f718,2017-08-09 00:00:00+00:00,322,middle,3
73f4f30baa0c4e228c84322fa92f9232fb7ed3c205b8ceb5e6a3429e7ad4cae1,2017-12-20 00:00:00+00:00,455,late,3
acc520c10251bc73681bb7b162d02b28d665e682d25dbc71a086b6a41fde385a,2017-06-14 00:00:00+00:00,266,early,3
05ffe2562ecf55b1d296ab65e751314800fdf39caf5f265933a1ae9f8ae9c7be,2017-11-15 00:00:00+00:00,420,late,3
546501afbc9d808b2ede2db0af0269e9c743b1b724fc768935d603144e162a5b,2017-11-15 00:00:00+00:00,420,late,3
1d47ae376054c17942cc24d26e20f6221d9f6b32eef05793ad1cf1d19ac344cb,2017-10-04 00:00:00+00:00,378,middle,3
a0a6737185e4d6c39d4a51840e62765c52c40eb69b3773718411372469ee209a,2017-12-20 00:00:00+00:00,455,late,3
3dde71f06a9d666c20b7084c572800b998c0f3bd2fa0565e2b6981a375f00fee,2017-05-17 00:00:00+00:00,238,early,3
8e114690b79296d46489c284524e749959e958557d8c701e50d67e2b49e203b3,2017-09-20 00:00:00+00:00,364,middle,3
29d12f5ffb832e953e8e9305356be8dd249818f45cdd1fce8d9ee2f220f1e92f,2017-10-25 00:00:00+00:00,399,late,3
903d16b15a30eb333a2a1746fa96bd16c6d38f1779408f1a5f97aa3596613403,2018-01-24 00:00:00+00:00,490,late,3
3ff159d64cec7a537dde74994978b0e40b82f7d76623416679c796a56b6b738a,2017-12-20 00:00:00+00:00,455,late,3
a919260db5cf38a4e59f516f0c38394891b1fae53931eab3318e28c2bacca413,2017-06-14 00:00:00+00:00,266,early,3
dbbbd6df9883605ae50a2992fc66a49c3ec2684713e0a46891940785d5cb1658,2017-07-26 00:00:00+00:00,308,middle,3
613db5ab04f336ddf45221306b47fd712f8a5a9bb0e17a26ca145f13562f8cb8,2017-10-11 00:00:00+00:00,385,late,3
0a36e5b5a8cb64dc0bd22c0951dbfd213664584ea2cad8a7df7853a1a41b41ad,2017-08-02 00:00:00+00:00,315,middle,3
cb3daec44aba8bd3cebc7277115a136934e6138321e69208791f7a39efc98d84,2017-07-05 00:00:00+00:00,287,early,3
a5a9066a2e08cea34691dcfec50e49b738d4cd9a9af671432e1d67e3f37739b8,2017-07-26 00:00:00+00:00,308,middle,3
fe60c8f4d447413005f52ad71fcd8229bfd3df377778b73a7f14ca9479beb64d,2017-08-02 00:00:00+00:00,315,middle,3
2aa252c5e425f72f938a589e4b72ef3228860fe3275d42d788bb94cdad9ec3e5,2017-08-16 00:00:00+00:00,329,middle,3
c89e021f39017a70ede0960427fc2c828ab3f64d67586ca0c08bd97c4f58e1d0,2017-05-31 00:00:00+00:00,252,early,3
bb0f122d0cc03581be67afd3dfef0d35f61319d6ac39a696542b23b6cf954691,2017-06-21 00:00:00+00:00,273,early,3
dce12207c277e4a45654f2bd6cfe7664238a01b09a99ca550b3df68127466bca,2017-07-26 00:00:00+00:00,308,middle,3
0b7d80ce6592bb3009ab45d6b1906fae76e73da3c3ee714fb9a788f5d68088a0,2017-05-17 00:00:00+00:00,238,early,3
85bd470f0e5afecd4802a7a977f5686576e0ab721a0ad2bbbffb1032c3b505ce,2017-06-28 00:00:00+00:00,280,early,3
8caacf6575a71d3d2af1b4798c33ca473f26306cb38fd25adcf92cd1a9d93321,2017-10-18 00:00:00+00:00,392,late,3
e29a37eff39705c9f4f7aae40ebbfc568937683e9c5d14b5995bfa330be37099,2017-12-20 00:00:00+00:00,455,late,3
07df2fd56ddddb494c1afe6ee028a86aa1abb93e6dd77483e11f590dd4d1c1b6,2017-07-05 00:00:00+00:00,287,early,3
ed8c0e160659a935f954a97a5f6c303027a5bda3b0f1c59a935688a00df5c24d,2017-06-07 00:00:00+00:00,259,early,3
04d19296ad569f9e68e74b59541f7dc690fc59a436104a393bede67fffcc49db,2017-11-15 00:00:00+00:00,420,late,3
ce813596841a0a376d1e0fdffd81d7f78f07aa8163c92a49bf1583f0e92fae21,2017-06-14 00:00:00+00:00,266,early,3
43b5ba238dce2edad9324b470037d5021b0ae06df94a6498877be98a3d936e7e,2017-06-21 00:00:00+00:00,273,early,3
6349c56bb81c0f2f317ee9f90ff98d34121c0f816cebd97bd70a7b9feacc141b,2018-01-10 00:00:00+00:00,476,late,3
6672c5f9ce545d8d55e965119834270b627abbbd9cfe2bed636a1ed4c652a393,2017-05-17 00:00:00+00:00,238,early,3
651b05b3030b442da5cc21888a62235925a27a0878c1693aaef5ce4ff153f5d7,2017-06-21 00:00:00+00:00,273,early,3
771be09f409d5c98a4541e7f49c6e9b0f79dcbbca0e26a3edf02e0a63758994c,2018-01-24 00:00:00+00:00,490,late,3
f07aeaea5d1811c86afd50885c151d01293c277a0d60f2068ea5978ba5a13198,2017-06-21 00:00:00+00:00,273,early,3
720080b5db6cd59ecc640da918b84f9dcdcbf7d566b3b68fab2090cf1eed96c3,2017-11-08 00:00:00+00:00,413,late,3
a0c42f5080a4c0ebbb6182474b7c82c80305511b320cd06a420bfc95e636f3e5,2017-12-27 00:00:00+00:00,462,late,3
ef90084a998a5ba9e74ddf97fa87313a1c200e26a4eeaf3cc10c286213030d7e,2017-06-28 00:00:00+00:00,280,early,3
d3b458458ad1762915254dc825c566e42f0cc8d76ff66778120cfbbf66bee92b,2017-05-31 00:00:00+00:00,252,early,3
98dc387bfde6986e8dfd5eda7227c6fb9de6711a2888feb6f4783039d05c2b01,2017-08-16 00:00:00+00:00,329,middle,3
b078e77e103eac1f486b501c71c3d981d026d8d4fe560746a066d569663223d5,2017-08-02 00:00:00+00:00,315,middle,3
4fb292353bb27ffe4cd8f0ec7ed6c48ac023145b09c01b8421b264ca6bf0bfdc,2017-09-27 00:00:00+00:00,371,middle,3
ea961c4b9aee65de6d99e1103858f7cf5eba4dd0eb1db1fba26b0e11f2c22b46,2017-07-19 00:00:00+00:00,301,middle,3
3ce9a09fa45e52f79fcaffe79b64c4e8aeebeef7b7a6116137b88e04a683d1d2,2018-01-03 00:00:00+00:00,469,late,3
ca4bda9322d34d1520b5d1ddbf3bf6fca34c2624e25a799a61002a4de474cf3b,2017-06-21 00:00:00+00:00,273,early,3
3fee7360d6eb79706051abcdc48ac5c90335d730df62533e7e29901cd8061e98,2017-07-19 00:00:00+00:00,301,middle,3
0802822f6e19f92b8dc02b32df935713fb619be63a24cc35a46d9f897cea184f,2017-06-07 00:00:00+00:00,259,early,3
dc3b429e00d2135355252ae9cb02083a1b3077422c23731877b63ae9a31c6142,2017-11-01 00:00:00+00:00,406,late,3
dd5c3f8b2ed94ff80cbb9d2cec5364820478f2e60058bd7838fc0091ef535765,2017-09-20 00:00:00+00:00,364,middle,3
c993b88b3c2ba6110aaf4acccc08bacbb3c15fdb615dfb658fb2bfa68881c3ea,2018-01-10 00:00:00+00:00,476,late,3
653606e69612eb2e8ffe34791a47175a8288c25fa6c28e897d13d582dd9a3381,2017-11-08 00:00:00+00:00,413,late,3
278c4b64f75ada7c8e766616ef73ee4eaa02d92c8447fc3ea95620f27cf0e51c,2017-11-29 00:00:00+00:00,434,late,3
b51000cf79ef3086dcc2c34ecd16f88de114a2e952b6f963fd793cbce2d2f9df,2017-06-07 00:00:00+00:00,259,early,3
ff60dc1e748d75c06fde081f370bd3eb72e242f933b88841144e5ab1b70fdd64,2017-06-14 00:00:00+00:00,266,early,3
d3deeb17a780c30e2d68a4295b75d06ea97c1fd85800340f8e84ec168e78d3e2,2017-05-24 00:00:00+00:00,245,early,3
72629d508418f54ff35a11aa573dbb001b98b8789639b0b4ca5c961621dafa89,2017-08-16 00:00:00+00:00,329,middle,3
821f4b4cf05436cf24f02b6595c6f09c3d67d7db49352fd6b3f4bc4ccdb0b7c7,2017-11-15 00:00:00+00:00,420,late,3
74a8e577021bfd0f307e2824a0f9ca78cdace8f429d29d4db6e3440795238ab3,2017-11-15 00:00:00+00:00,420,late,3
d7a825e04b32ba490a1b07d6688ed5d6e7fdcee15ea4a36565a31ba919445cf3,2017-12-06 00:00:00+00:00,441,late,3
84d70232b09c991a93172b035218a287aca8a41a67b759417fc3e9d529106ffc,2017-06-14 00:00:00+00:00,266,early,3
b3a795d0916bfaa741c3e4a8e27429f0f1e06e1f9d5ff5423713bd31b7ff8e56,2017-08-23 00:00:00+00:00,336,middle,3
ad30968ef3d5a49c1741d07f4c59a2e8c9e19321bdd7138b00bedf68c04c9538,2017-06-28 00:00:00+00:00,280,early,3
607157421265bee18c687afabc9137b58ee82433e7f72c6ded5568767fa37ac0,2017-09-13 00:00:00+00:00,357,middle,3
6b038eeb9edd654eb59e1e915dc6450000ce009ea228c7ac1442598468aa560d,2017-10-04 00:00:00+00:00,378,middle,3
f938abda47250fbfc080c8873da8c0492857f56bb39e98d7e919d78f3743af74,2017-06-14 00:00:00+00:00,266,early,3
7874e5d8090c6e1d38218414ee3dd17479f4f29ca85df28b4f28d8552dec150d,2017-06-28 00:00:00+00:00,280,early,3
0a4c7848a9229afae4eae0f229da8f6cec19aa1b472661bdafb519f491e167f1,2017-07-05 00:00:00+00:00,287,early,3
8f69e725c8aa340f381a133fef7566d9762402b10b0f9cf1f0a2ed797e049941,2017-09-27 00:00:00+00:00,371,middle,3
aa0554c59dcbd4c90300a8b9a5c29e0e7d265f17fc3a733b2e210661f1533fea,2017-05-17 00:00:00+00:00,238,early,3
6fa3891875a8ff8a142c045225beb323966e6ca5f53aafbbe2e06b181cbcfca2,2017-06-28 00:00:00+00:00,280,early,3
f3ff5ea7ec41ea65e5f4d9a00ec02246e2042a5633b21296cf8c654c6e0ef9bb,2017-07-26 00:00:00+00:00,308,middle,3
fa56150f25c6b03834a860cdc2686e088c03590d2f4c5c1bf1ec0fc28e67d2a7,2017-06-28 00:00:00+00:00,280,early,3
9601da3fcaa006fc8a437fab23b93791a38b6879ad4095368467fa338df06f07,2017-06-14 00:00:00+00:00,266,early,3
7d4886cddf9a6dff3dde8fe1d1fb9f2821331d1a108c094f97865eb2eb652c2e,2017-10-11 00:00:00+00:00,385,late,3
bdd2dfeff910f7f7487d007977b5b8c83ac4c4216d96c7562a42f1ec551c60a0,2017-09-27 00:00:00+00:00,371,middle,3
